"Dewey classification","BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","BL shelfmark","Topics","Genre","Languages","Notes"
"307.12","011678732","Monograph","Language material ; Text","Volume","","","","","","","North York Moors National Park [organisation]","North York Moors local plan : A district plan for the North York Moors National Park within North Yorkshire; draft proposals","","","","","Helmsley","North York Moors National Park","1979","","","84/175383","Sport & Recreation ; Urban planning & rural planning ; Regional planning ; Sports ; Tourism","","English",""
"307.12","011678874","Monograph","Language material ; Text","Volume","","","","","","","Scarborough (England), Borough Council [organisation] ; North Yorkshire County Council, North York Moors National Park Committee [organisation]","Whitby local plan : A joint district plan for the Whitby area: written statement","","","","","","Scarborough Borough Council","1983","","","84/19418","Regional planning ; Urban planning & rural planning","","English",""
"307.12","011678988","Monograph","Language material ; Text","Volume","","","","","","","North York Moors National Park, North Yorkshire and Cleveland Heritage Coast Steering Group [organisation]","North Yorkshire and Cleveland heritage coast plan","","","","","Helmsley","North York Moors National Park North Yorkshire & Cleveland Heritage Coast Steering Group","1982","","","84/19375","Regional planning ; Urban planning & rural planning","","English",""
"307.12","011679141","Monograph","Language material ; Text","Volume","","","Statham, D.C.","","person","","Statham, D.C. [person] ; North York Moors National Park [organisation]","North York Moors local plan : A district plan for the North York Moors National Park within North Yorkshire ?; interim local plan","","","","","Helmsley","North York Moors National Park","1980","","","84/19389","Regional planning ; Urban planning & rural planning","","English",""
"307.12","011681088","Monograph","Language material ; Text","Volume","","","","","","","Staffordshire (England), County Council [organisation]","Staffordshire structure plan : Written statement for the Administrative County of Staffordshire (excluding the land lying within the area of the Peak District National Park)","","","","England","Stafford","Staffordshire County Council","1984","","","84/31328","Regional planning ; Staffordshire plan ; Urban planning & rural planning","","English",""
"307.12","011683115","Monograph","Language material ; Text","Volume","","","","","","","South Yorkshire County Council, Department of Planning and Architecture [organisation]","South Yorkshire county minerals local plan: public participation draft : A local plan dealing with surface minerals in the area of South Yorkshire outside the Peak District National Park","","","","England","Barnsley","South Yorkshire County Council Department of Planning & Architecture","1984","","","OP-LG/148","Mines and mineral resources ; Urban planning & rural planning ; Regional planning ; South Yorkshire minerals ; Mining","","English",""
"307.12","011685358","Monograph","Language material ; Text","Volume","","9780861830787","","","","","Exmoor National Park Committee [organisation]","Exmoor National Park Plan review : Group activities","","","","","Dulverton","Exmoor National Park Committee","1984","","","OP-LG/658","Sport & Recreation ; Urban planning & rural planning ; Regional planning ; National park facilities ; Sports ; Tourism","","English",""
"307.12","011693356","Monograph","Language material ; Text","Volume","","9781855222908","Atkinson, Nick","","person","","Dartmoor National Park Authority [organisation] ; Atkinson, Nick [person]","Dartmoor National Park Local Plan including minerals and waste policies : deposit version","","","","","","Dartmoor National Park Authority","1993","","","OP-LG/7550","Sport & Recreation ; Urban planning & rural planning ; Regional planning ; Sports ; Tourism ; Ecology","","English",""
"307.12","011694364","Monograph","Language material ; Text","Volume","","9780905455334","O'Riordan, Timothy","","person","","Shadrake, Ann [person] ; Yorkshire Dales National Park Committee (North Yorkshire, England) [organisation] ; Wood, Christopher [person] ; O'Riordan, Timothy [person]","Landscapes for tomorrow : interpreting landscape futures in the Yorkshire Dales National Park","","Yorkshire Dales National Park technical series","","","","Yorkshire Dales National Park Committee","1992","","","q94/08044","Regional planning ; Urban planning & rural planning ; Architecture","","",""
"307.12","011701394","Monograph","Language material ; Text","Volume","","","Dartmoor National Park Authority","","organisation","","Dartmoor National Park Authority [organisation]","Dartmoor National Park local plan including minerals and waste policies : revision of deposit version","","","","","","Dartmoor National Park Authority","1994","","","OP-LG/7771","Regional planning ; Urban planning & rural planning","","English",""
"307.12","011701553","Monograph","Language material ; Text","Volume","","9781855223080","Devon (England), County Council","","organisation","","Dartmoor National Park Authority [organisation] ; Devon (England), County Council [organisation]","Dartmoor National Park : draft traffic management strategy; consultation document","","","","","","Devon, County Council","1993","","","OP-LG/7757","Regional planning ; Urban planning & rural planning","","English",""
"307.12","011704619","Monograph","Language material ; Text","Online resource","","","Reynolds, Shelagh Lindsay","","person","","Reynolds, Shelagh Lindsay [person]","Agriculture, landscape change and planning in the Lake District National Park since 1945","","","","","","University of Lancaster","1988","","","360460","Agriculture ; Urban planning & rural planning ; Regional planning ; Agriculture, plant and veterinary sciences, general ; Upland farms","","English",""
"307.12","011718772","Monograph","Language material ; Text","Volume","","9780946463381","Council for National Parks","","organisation","","Council for National Parks [organisation]","South Downs National Park : opportunities for enhancement","","","","","","Council for National Parks","2001","","","m02/10980","Regional planning ; Wildlife; Landscape; White cliffs; Downland ; Urban planning & rural planning","","English",""
"307.12","011719423","Monograph","Language material ; Text","Volume","","9781898655558","Woodward, Rachel","","person","","Woodward, Rachel [person] ; University of Newcastle upon Tyne, Centre for Rural Economy [organisation]","Defended territory : the Otterburn Training Area and the 1997 Public Inquiry","","Research report","","","","University of Newcastle upon Tyne, Centre for Rural Economy","1998","","","m02/12068","Military sciences, general ; Military; Northumberland National Park; Land use ; Urban planning & rural planning ; Regional planning ; Military art and science ; Ecology","","English",""
"307.12","012330002","Monograph","Language material ; Text","Volume","","","","","","","South Yorkshire County Council [organisation]","Development plan scheme for South Yorkshire : Excluding the area of the County within the Peak District National Park","","","","England","Barnsley","South Yorkshire County Council","1980","","","OP-LG/3224","Regional planning ; Development in South Yorkshire ; Urban planning & rural planning","","English",""
"307.12","012335315","Monograph","Language material ; Text","Volume","","","","","","","Pembrokeshire Coast National Park Committee [organisation]","Functional strategies : 1987-1992","","","","Wales","Pembroke","Pembrokeshire Coast National Park Committee","1986","","","OP-LG/4486","Sport & Recreation ; Urban planning & rural planning ; Regional planning ; Sports ; Tourism ; Pembrokeshire National Park","","English",""
"307.12","012335316","Monograph","Language material ; Text","Volume","","","","","","","Pembrokeshire Coast National Park Committee [organisation]","Pembrokeshire Coast National Park plan : First review and policies for 1982-1987","","","","Wales","Pembroke","Pembrokeshire Coast National Park Committee","1985","","","OP-LG/4484","Sport & Recreation ; Urban planning & rural planning ; Regional planning ; Sports ; Tourism","","English",""
