"BL record ID","Type of resource","Content type","Material type","BNB number","ISBN","Name","Dates associated with name","Type of name","Role","All names","Title","Variant titles","Series title","Number within series","Country of publication","Place of publication","Publisher","Date of publication","Edition","Physical description","Dewey classification","BL shelfmark","Topics","Genre","Languages","Notes"
"004995168","Monograph","Cartographic image ; Cartographic material","Sheet","","","Overview Mapping (Firm)","","organisation","","Getmapping [organisation] ; Great Britain, Ordnance Survey [organisation] ; Overview Mapping (Firm) [organisation]","Snowdon / Yr Wyddfa","","","","England","Weedon, Northamptonshire","Overview Mapping","2001","","1 map, colour, folded in cover to 19 cm","","Maps 220.a.769","Snowdonia National Park--Remote sensing ---maps--2001","Map","English","Aerial photograph overprinted with contours, footpaths and place names ; Cover title ; Published in association with Ordnance Survey and Getmapping"
"004995170","Monograph","Cartographic image ; Cartographic material","Sheet","","","Overview Mapping (Firm)","","organisation","","Getmapping [organisation] ; Great Britain, Ordnance Survey [organisation] ; Overview Mapping (Firm) [organisation]","Tryfan","","","","England","Weedon, Northamptonshire","Overview Mapping","2001","","1 map, colour, folded in cover to 19 cm","","Maps 220.a.767","Snowdonia National Park--Remote sensing ---maps--2001","Map","English","Aerial photograph overprinted with contours, footpaths and place names ; Cover title ; Published in association with Ordnance Survey and Getmapping"
"004995172","Monograph","Cartographic image ; Cartographic material","Sheet","","","Overview Mapping (Firm)","","organisation","","Getmapping [organisation] ; Great Britain, Ordnance Survey [organisation] ; Overview Mapping (Firm) [organisation]","Rhinog Fawr Y Fach / y Rhinogydd","","","","England","Weedon, Northamptonshire","Overview Mapping","2001","","1 map, colour, folded in cover to 19 cm","","Maps 220.a.766","Snowdonia National Park--Remote sensing ---maps--2001","Map","English","Aerial photograph overprinted with contours, footpaths and place names ; Cover title ; Published in conjunction with Ordnance Survey and Getmapping"
"005001742","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia and Anglesey, half inch map","Snowdonia National Park","","","England","Southampton","Ordnance Survey","1973","Edition, A","1 map, colour, 87 x 71 cm","","Maps 6440. (14.)","Snowdonia National Park ---Maps--1966 (1983)","Map","English","First published in 1966 ; Title of previous eds: Snowdonia National Park, half inch map ; reprinted with major changes"
"005001791","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia National Park, Dovey Forest","Snowdonia National Park, Cadair Idris","Ordnance Survey 1:25 000 outdoor leisure map","","England","Southampton","Ordnance Survey","1983","Edition, A","2 maps on 1 sheet, both sides colour, 84 x 104 cm and 104 x 85 cm","","Maps 6915. (6.)","Dovey Forest ---Maps--1979 (1983) ; Snowdonia National Park ---Maps--1979 (1983) ; Cader Idris : environs ---Maps--1979 (1983)","Map","English",""
"005002341","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia National Park, Harlech","","Ordnance Survey outdoor leisure series","","England","Southampton","Ordnance Survey","1981","Edition, A","1 map, 104 x 84 cm","","Maps 6915. (4.)","Snowdonia National Park ---Maps--1978 (1981) ; Harlech, Gwynedd : environs ---Maps--1978 (1981)","Map","English","reprinted with minor changes"
"005002342","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia National Park, Harlech","","Ordnance Survey outdoor leisure series","","England","Southampton","Ordnance Survey","1982","Edition, A","1 map, 104 x 84 cm","","Maps 6915. (5.)","Harlech, Gwynedd : environs ---Maps--1978--1982 ; Snowdonia National Park ---Maps--1978--1982","Map","English","reprinted with major changes"
"005002486","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia, showing part of the National Park and Snowdon","","Ordnance Survey 1:25 000 outdoor leisure map","","England","Southampton","Ordnance Survey","1984","Edition, B","1 map, colour, 118 x 90 cm","","Maps 6915. (7.)","Snowdonia National Park ---Maps--1984","Map","English",""
"005003006","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia","Snowdonia, showing part of the National Park and Bala ; Snowdonia, showing part of the National Park and Harlech","Ordnance Survey 1:25 000 outdoor leisure map","18 [Ordnance Survey 1:25 000 outdoor leisure map]","England","Southampton","Ordnance Survey","1985","EditionB","1 map, both sides colour, 116 x 90 and 88 x 116 cm","","Maps 6915. (8.)","Snowdonia National Park ---Maps--1985 ; Bala, Gwynedd : environs ---Maps--1978 (1985) ; Harlech, Gwynedd : environs ---Maps--1978 (1985)","Map","English","First edition: 1978. Harlech and Bala sheets published separately ; Major roads revised: 1985 ; revised for significant changes 1984"
"005004056","Monograph","Cartographic image ; Cartographic material","Sheet","","","Contour Designs (Firm)","","organisation","","Contour Designs (Firm) [organisation] ; Gage, K. [person]","Snowdonia, northern section","","","","England","Gloucester","Contour Designs","1979","","1 map, colour, 42 x 60 cm","","Maps X.188","Snowdonia National Park ---Maps--1979","Map","English","A bird's-eye view"
"005004057","Monograph","Cartographic image ; Cartographic material","Sheet","","","Contour Designs (Firm)","","organisation","","Contour Designs (Firm) [organisation] ; Gage, K. [person]","Snowdonia, southern section","","","","England","Gloucester","Contour Designs","1980","","1 map, colour, 42 x 60 cm","","Maps X.189","Snowdonia National Park ---Maps--1979","Map","English","A bird's-eye view"
"005005210","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia and Anglesey, half inch map = Eryri a Môn","","","","England","Southampton","Ordnance Survey","1986","Edition, A","1 map, colour, 87 x 71 cm","","Maps X.98","Snowdonia National Park ---Maps--1966 (1986)","Map","English","First edition: Snowdonia National Park, half inch map. ― 1966 ; reprinted with major changes. Selected revision 1980, 1982, 1985"
"005005616","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia, showing part of the National Park and Snowdon","","Ordnance Survey 1:25 000 outdoor leisure maps","17 [Ordnance Survey 1:25 000 outdoor leisure maps]","England","Southampton","Ordnance Survey","1984","Edition, B","1 map, colour, 116 x 88 cm","","Maps X.17","Snowdonia National Park ---Maps--1977 (1984)","Map","English","First edition: 1977 ; reprinted with minor changes"
"005005620","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia National Park, Dovey Forest","Snowdonia National Park, Cadair Idris","Ordnance Survey 1:25 000 outdoor leisure map","23 [Ordnance Survey 1:25 000 outdoor leisure map]","England","Southampton","Ordnance Survey","1987","Edition, B","2 maps on 1 sheet, both sides colour, 84 x 104 cm and 104 x 85 cm","","Maps X.21","Snowdonia National Park ---Maps--1979 (1987)","Map","English","Backed by: Snowdonia National Park, Cadair Idris ; First edition: 1979 ; revised for significant change 1984. Major roads revised 1986. Forestry Commission information as supplied at 2.9.86"
"005005621","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Snowdonia, showing part of the National Park and Harlech : Snowdonia, showing part of the National Park and Bala","","Ordnance Survey 1:25 000 outdoor leisure map","18 [Ordnance Survey 1:25 000 outdoor leisure map]","England","Southampton","Ordnance Survey","1985","Edition, B","1 map, both sides colour, 116 x 90 and 88 x 116 cm","","Maps X.22","Snowdonia National Park ---Maps--1978 (1985)","Map","English","First edition: 1978 ; On recto: showing part of the National Park and Harlech - On verso: showing part of the National Park and Bala ; reprinted with minor changes. revised for significant change 1984. Major roads revised 1985. Forestry Commission information as supplied at 1.3.85"
"005010774","Monograph","Cartographic image ; Cartographic material","Sheet","","","Great Britain, Ordnance Survey","","organisation","","Great Britain, Ordnance Survey [organisation]","Ordnance Survey touring map & guide to Snowdonia and North Wales = Eryri a gogledd cymru","","","","England","Southampton","Ordnance Survey","1990","Edition A","1 map, colour, 77 x 89 cm","","Maps X.865","Snowdonia National Park--Tourism ---maps--1990 ; North Wales--Tourism ---maps--1990","Map","English",""
"005011264","Monograph","Cartographic image ; Cartographic material","Sheet","","","Contour Designs (Firm)","","organisation","","Contour Designs (Firm) [organisation]","Exmoor National Park","","","","England","","Exmoor National Park Authority","1988","1st edition","1 map, colour, 54 x 84 cm","","Maps X.1019","Exmoor ---Maps--1988","Map","English","A bird's-eye view"
"005011268","Monograph","Cartographic image ; Cartographic material","Sheet","","","Contour Designs (Firm)","","organisation","","Contour Designs (Firm) [organisation] ; Gage, K. [person]","Brecon Beacons National Park : central area","","","","England","Gloucester","Contour Designs","1983","1st edition","1 map, colour, 60 x 43 cm","","Maps X.1021","Brecon Beacons ---Maps--1985","Map","English","A bird's-eye view"
"005011270","Monograph","Cartographic image ; Cartographic material","Sheet","","","Contour Designs (Firm)","","organisation","","Contour Designs (Firm) [organisation] ; Gage, K. [person]","Black Mountain and Fforest Fawr : Brecon Beacons National Park ― western area","","","","England","Gloucester","Contour Designs","1985","1st edition","1 map, colour, 43 x 60 cm","","Maps X.1022","Brecon Beacons ---Maps--1985","Map","English","A bird's-eye view"
